year,age,sex,race,fehelp,era
1996,27, 1, 1, 4,.i
1996,83, 2, 1, 2,.i
1996,40, 2, 1, 4,.i
1996,24, 1, 3, 3,.i
1996,28, 2, 1, 3,.i
1996,74, 2, 1, 3,.i
1996,22, 2, 1, 3,.i
1996,18, 1, 1, 4,.i
1996,77, 2, 1, 2,.i
1996,39, 1, 1, 2,.i
1996,43, 2, 2, 3,.i
1996,49, 1, 2, 3,.i
1996,37, 2, 1, 4,.i
1996,45, 2, 1, 3,.i
1996,77, 2, 1, 2,.i
1996,29, 2, 1, 4,.i
1996,77, 1, 1, 4,.i
1996,66, 1, 1, 3,.i
1996,60, 2, 1, 2,.i
1996,70, 1, 1, 1,.i
1996,76, 2, 1, 3,.i
1996,52, 2, 2, 4,.i
1996,70, 2, 1, 2,.i
1996,38, 1, 1, 2,.i
1996,72, 2, 1, 2,.i
1996,48, 1, 1, 3,.i
1996,30, 1, 2, 3,.i
1996,60, 2, 1, 3,.i
1996,36, 1, 2, 4,.i
1996,64, 2, 1, 4,.i
1996,37, 1, 2, 3,.i
1996,21, 1, 1, 1,.i
1996,49, 1, 1, 1,.i
1996,26, 1, 1, 3,.i
1996,58, 2, 1, 4,.i
1996,28, 1, 1, 2,.i
1996,70, 2, 2, 2,.i
1996,63, 1, 2, 3,.i
1996,32, 2, 1, 3,.i
1996,40, 2, 3, 2,.i
1996,57, 1, 1, 4,.i
1996,37, 1, 1, 3,.i
1996,61, 2, 1, 1,.i
1996,87, 2, 1, 2,.i
1996,34, 2, 1, 4,.i
1996,34, 1, 1, 3,.i
1996,39, 1, 1, 2,.i
1996,65, 1, 1, 3,.i
1996,34, 1, 2, 4,.i
1996,63, 1, 1, 3,.i
1996,23, 1, 1, 3,.i
1996,21, 1, 1, 3,.i
1996,33, 2, 1, 3,.i
1996,50, 2, 1, 3,.i
1996,23, 2, 2, 4,.i
1996,25, 2, 1, 3,.i
1996,27, 1, 3, 3,.i
1996,36, 1, 1, 4,.i
1996,81, 2, 1, 2,.i
1996,34, 2, 1, 2,.i
1996,30, 2, 1, 4,.i
1996,43, 2, 1, 4,.i
1996,38, 2, 1, 4,.i
1996,48, 1, 1, 3,.i
1996,36, 2, 1, 3,.i
1996,53, 1, 1, 3,.i
1996,51, 1, 1, 3,.i
1996,35, 2, 1, 3,.i
1996,29, 2, 1, 3,.i
1996,30, 2, 1, 3,.i
1996,32, 2, 2, 3,.i
1996,40, 1, 2, 3,.i
1996,34, 2, 1, 3,.i
1996,31, 1, 1, 4,.i
1996,51, 1, 1, 3,.i
1996,81, 2, 1, 3,.i
1996,41, 1, 2, 3,.i
1996,62, 1, 2, 2,.i
1996,23, 2, 1, 4,.i
1996,38, 1, 1, 2,.i
1996,31, 2, 1, 3,.i
1996,23, 2, 2, 2,.i
1996,32, 2, 2, 2,.i
1996,37, 2, 1, 3,.i
1996,40, 2, 1, 3,.i
1996,32, 2, 2, 4,.i
1996,19, 2, 2, 4,.i
1996,64, 2, 2, 3,.i
1996,47, 2, 1, 3,.i
1996,77, 2, 1, 3,.i
1996,30, 2, 1, 4,.i
1996,47, 1, 1, 3,.i
1996,28, 1, 1, 3,.i
1996,26, 1, 1, 3,.i
1996,40, 1, 1, 3,.i
1996,60, 1, 1, 3,.i
1996,28, 1, 1, 3,.i
1996,47, 1, 1, 2,.i
1996,51, 2, 1, 3,.i
1996,19, 2, 1, 3,.i
1996,48, 2, 1, 2,.i
1996,40, 2, 2, 3,.i
1996,75, 2, 1, 2,.i
1996,74, 1, 1, 2,.i
1996,28, 2, 1, 3,.i
1996,34, 2, 1, 4,.i
1996,47, 1, 1, 4,.i
1996,47, 2, 1, 3,.i
1996,86, 2, 1, 2,.i
1996,23, 2, 1, 4,.i
1996,66, 2, 1, 3,.i
1996,64, 2, 1, 3,.i
1996,69, 2, 1, 3,.i
1996,80, 2, 1, 3,.i
1996,43, 1, 1, 3,.i
1996,25, 2, 1, 4,.i
1996,50, 1, 1, 3,.i
1996,20, 1, 1, 4,.i
1996,24, 1, 1, 3,.i
1996,48, 1, 1, 3,.i
1996,58, 2, 1, 3,.i
1996,30, 2, 2, 3,.i
1996,67, 1, 1, 3,.i
1996,51, 1, 1, 2,.i
1996,52, 2, 1, 4,.i
1996,43, 1, 1, 3,.i
1996,42, 1, 1, 3,.i
1996,45, 2, 1, 3,.i
1996,47, 2, 1, 2,.i
1996,39, 2, 1, 3,.i
1996,65, 1, 1, 3,.i
1996,35, 2, 1, 4,.i
1996,56, 1, 1, 4,.i
1996,44, 1, 1, 3,.i
1996,53, 1, 1, 4,.i
1996,23, 2, 1, 3,.i
1996,48, 1, 1, 4,.i
1996,40, 1, 1, 4,.i
1996,23, 1, 1, 4,.i
1996,42, 2, 1, 4,.i
1996,38, 1, 1, 3,.i
1996,39, 1, 2, 2,.i
1996,20, 2, 1, 3,.i
1996,33, 2, 1, 3,.i
1996,42, 1, 1, 3,.i
1996,41, 2, 1, 3,.i
1996,27, 2, 1, 2,.i
1996,36, 1, 1, 3,.i
1996,46, 2, 1, 4,.i
1996,49, 1, 1, 3,.i
1996,52, 2, 1, 3,.i
1996,37, 1, 1, 3,.i
1996,52, 2, 1, 1,.i
1996,22, 2, 1, 4,.i
1996,64, 2, 1, 2,.i
1996,27, 2, 1, 3,.i
1996,21, 2, 1, 4,.i
1996,74, 2, 1, 2,.i
1996,82, 2, 1, 2,.i
1996,34, 2, 3, 4,.i
1996,56, 1, 1, 4,.i
1996,30, 2, 1, 3,.i
1996,57, 2, 1, 2,.i
1996,37, 2, 1, 4,.i
1996,39, 1, 1, 3,.i
1996,36, 2, 1, 3,.i
1996,29, 2, 2, 3,.i
1996,53, 2, 2, 3,.i
1996,32, 2, 1, 3,.i
1996,27, 2, 2, 3,.i
1996,60, 2, 1, 2,.i
1996,22, 2, 2, 3,.i
1996,79, 2, 2, 2,.i
1996,33, 2, 1, 3,.i
1996,23, 1, 2, 3,.i
1996,38, 2, 1, 4,.i
1996,86, 2, 1, 1,.i
1996,19, 1, 3, 3,.i
1996,57, 1, 1, 3,.i
1996,54, 1, 1, 3,.i
1996,56, 1, 1, 2,.i
1996,46, 1, 3, 2,.i
1996,89, 1, 1, 3,.i
1996,28, 1, 1, 3,.i
1996,41, 2, 1, 4,.i
1996,40, 2, 1, 4,.i
1996,32, 1, 1, 4,.i
1996,26, 2, 1, 4,.i
1996,43, 1, 1, 3,.i
1996,48, 1, 1, 3,.i
1996,34, 2, 1, 2,.i
1996,43, 1, 1, 3,.i
1996,49, 2, 1, 4,.i
1996,33, 1, 1, 4,.i
1996,35, 1, 1, 4,.i
1996,46, 2, 1, 2,.i
1996,35, 2, 1, 1,.i
1996,39, 1, 1, 3,.i
1996,52, 1, 1, 3,.i
1996,76, 2, 1, 3,.i
1996,49, 1, 1, 3,.i
1996,26, 2, 2, 1,.i
1996,66, 2, 2, 2,.i
1996,33, 1, 3, 2,.i
1996,37, 2, 1, 3,.i
1996,25, 2, 1, 3,.i
1996,22, 2, 2, 4,.i
1996,21, 1, 1, 3,.i
1996,24, 2, 1, 4,.i
1996,28, 1, 1, 3,.i
1996,65, 1, 1, 3,.i
1996,23, 2, 1, 3,.i
1996,25, 2, 1, 3,.i
1996,26, 2, 3, 3,.i
1996,22, 1, 2, 3,.i
1996,23, 2, 2, 3,.i
1996,19, 2, 1, 4,.i
1996,34, 2, 1, 4,.i
1996,30, 1, 1, 1,.i
1996,23, 1, 1, 3,.i
1996,40, 1, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,20, 2, 1, 2,.i
1996,33, 2, 2, 3,.i
1996,34, 2, 2, 3,.i
1996,42, 2, 2, 4,.i
1996,44, 1, 2, 3,.i
1996,23, 2, 1, 3,.i
1996,52, 2, 2, 3,.i
1996,60, 2, 1, 3,.i
1996,38, 2, 1, 3,.i
1996,32, 1, 1, 3,.i
1996,31, 1, 1, 3,.i
1996,27, 2, 1, 4,.i
1996,51, 2, 1, 3,.i
1996,70, 2, 1, 2,.i
1996,61, 2, 1, 3,.i
1996,54, 1, 1, 3,.i
1996,34, 1, 3, 4,.i
1996,37, 1, 3, 3,.i
1996,54, 1, 1, 3,.i
1996,46, 2, 1, 4,.i
1996,46, 2, 1, 3,.i
1996,23, 1, 1, 3,.i
1996,48, 1, 3, 3,.i
1996,50, 1, 3, 3,.i
1996,41, 2, 3, 3,.i
1996,27, 2, 1, 4,.i
1996,41, 1, 1, 3,.i
1996,39, 2, 1, 4,.i
1996,41, 2, 1, 4,.i
1996,45, 2, 1, 3,.i
1996,26, 2, 1, 2,.i
1996,69, 1, 1, 4,.i
1996,27, 2, 1, 4,.i
1996,55, 2, 1, 4,.i
1996,47, 2, 1, 4,.i
1996,89, 2, 1, 2,.i
1996,54, 2, 1, 1,.i
1996,55, 2, 1, 4,.i
1996,30, 1, 1, 3,.i
1996,56, 2, 1, 2,.i
1996,40, 1, 2, 4,.i
1996,48, 2, 1, 4,.i
1996,89, 2, 1, 2,.i
1996,47, 1, 1, 4,.i
1996,27, 2, 1, 3,.i
1996,21, 1, 1, 3,.i
1996,25, 2, 1, 4,.i
1996,44, 1, 1, 3,.i
1996,22, 2, 1, 3,.i
1996,53, 2, 1, 3,.i
1996,38, 2, 1, 4,.i
1996,80, 2, 1, 1,.i
1996,51, 1, 1, 4,.i
1996,78, 2, 1, 2,.i
1996,24, 1, 3, 3,.i
1996,69, 2, 1, 3,.i
1996,35, 2, 1, 3,.i
1996,23, 1, 1, 3,.i
1996,32, 1, 1, 4,.i
1996,48, 1, 1, 3,.i
1996,32, 2, 1, 4,.i
1996,35, 1, 1, 2,.i
1996,60, 2, 1, 3,.i
1996,58, 2, 1, 2,.i
1996,62, 2, 1, 3,.i
1996,36, 1, 1, 4,.i
1996,49, 1, 1, 2,.i
1996,20, 2, 1, 4,.i
1996,43, 1, 1, 3,.i
1996,23, 1, 1, 3,.i
1996,43, 2, 1, 4,.i
1996,36, 2, 1, 4,.i
1996,38, 2, 1, 3,.i
1996,32, 1, 1, 3,.i
1996,56, 2, 1, 4,.i
1996,32, 1, 1, 3,.i
1996,62, 1, 1, 3,.i
1996,32, 1, 1, 3,.i
1996,48, 2, 1, 3,.i
1996,45, 1, 1, 3,.i
1996,33, 2, 1, 4,.i
1996,48, 2, 1, 1,.i
1996,31, 2, 1, 4,.i
1996,48, 2, 1, 3,.i
1996,57, 2, 1, 2,.i
1996,48, 2, 1, 4,.i
1996,45, 2, 1, 3,.i
1996,50, 2, 1, 3,.i
1996,46, 2, 1, 3,.i
1996,40, 1, 3, 2,.i
1996,36, 2, 1, 3,.i
1996,43, 2, 1, 3,.i
1996,35, 1, 1, 3,.i
1996,39, 2, 1, 4,.i
1996,44, 2, 1, 3,.i
1996,34, 2, 1, 3,.i
1996,45, 1, 1, 3,.i
1996,31, 2, 1, 3,.i
1996,36, 2, 1, 3,.i
1996,51, 1, 1, 3,.i
1996,40, 2, 1, 4,.i
1996,50, 2, 1, 4,.i
1996,38, 1, 1, 4,.i
1996,33, 1, 1, 4,.i
1996,47, 2, 1, 4,.i
1996,24, 1, 1, 3,.i
1996,29, 2, 1, 4,.i
1996,68, 1, 1, 4,.i
1996,28, 2, 1, 4,.i
1996,34, 2, 1, 4,.i
1996,61, 1, 1, 3,.i
1996,64, 1, 1, 2,.i
1996,62, 1, 1, 2,.i
1996,27, 1, 2, 3,.i
1996,41, 1, 3, 1,.i
1996,75, 2, 1, 2,.i
1996,20, 2, 1, 4,.i
1996,48, 2, 1, 3,.i
1996,23, 1, 1, 2,.i
1996,49, 2, 1, 4,.i
1996,22, 1, 1, 3,.i
1996,37, 1, 1, 4,.i
1996,40, 1, 1, 2,.i
1996,54, 1, 1, 3,.i
1996,45, 2, 1, 4,.i
1996,56, 2, 1, 2,.i
1996,28, 1, 1, 3,.i
1996,67, 1, 1, 3,.i
1996,60, 1, 1, 4,.i
1996,20, 1, 1, 2,.i
1996,73, 1, 1, 3,.i
1996,53, 2, 1, 3,.i
1996,38, 2, 1, 1,.i
1996,33, 2, 1, 2,.i
1996,75, 1, 1, 2,.i
1996,43, 2, 1, 3,.i
1996,42, 1, 1, 4,.i
1996,71, 1, 1, 3,.i
1996,22, 2, 1, 4,.i
1996,53, 2, 2, 4,.i
1996,40, 1, 1, 4,.i
1996,45, 2, 1, 4,.i
1996,41, 1, 1, 2,.i
1996,37, 2, 1, 4,.i
1996,37, 1, 1, 3,.i
1996,26, 2, 2, 3,.i
1996,50, 2, 1, 4,.i
1996,35, 2, 1, 2,.i
1996,54, 2, 2, 3,.i
1996,46, 2, 3, 3,.i
1996,28, 1, 3, 4,.i
1996,66, 2, 3, 1,.i
1996,29, 2, 3, 2,.i
1996,32, 1, 2, 3,.i
1996,60, 1, 2, 1,.i
1996,19, 2, 2, 4,.i
1996,24, 1, 1, 4,.i
1996,38, 2, 1, 3,.i
1996,33, 2, 1, 3,.i
1996,22, 1, 1, 3,.i
1996,29, 2, 1, 4,.i
1996,23, 1, 1, 3,.i
1996,19, 2, 1, 3,.i
1996,44, 1, 1, 2,.i
1996,37, 1, 2, 3,.i
1996,35, 1, 1, 3,.i
1996,72, 1, 1, 2,.i
1996,37, 2, 3, 3,.i
1996,40, 1, 2, 4,.i
1996,27, 1, 3, 3,.i
1996,25, 2, 1, 3,.i
1996,32, 2, 1, 3,.i
1996,54, 1, 1, 4,.i
1996,48, 2, 1, 3,.i
1996,20, 1, 1, 3,.i
1996,21, 2, 1, 4,.i
1996,41, 2, 1, 2,.i
1996,23, 2, 2, 4,.i
1996,26, 1, 1, 3,.i
1996,54, 1, 1, 2,.i
1996,59, 1, 1, 4,.i
1996,38, 1, 1, 4,.i
1996,19, 1, 1, 4,.i
1996,33, 2, 1, 3,.i
1996,37, 2, 1, 4,.i
1996,27, 2, 1, 3,.i
1996,28, 2, 1, 3,.i
1996,41, 2, 1, 3,.i
1996,30, 1, 1, 4,.i
1996,42, 2, 1, 3,.i
1996,20, 2, 1, 3,.i
1996,48, 1, 1, 3,.i
1996,29, 1, 1, 2,.i
1996,49, 1, 1, 3,.i
1996,45, 1, 1, 3,.i
1996,45, 1, 1, 3,.i
1996,58, 1, 1, 2,.i
1996,59, 2, 1, 4,.i
1996,55, 1, 1, 3,.i
1996,88, 2, 1, 1,.i
1996,52, 2, 1, 3,.i
1996,18, 2, 1, 3,.i
1996,23, 2, 1, 4,.i
1996,47, 1, 1, 3,.i
1996,37, 1, 1, 3,.i
1996,53, 2, 1, 4,.i
1996,40, 1, 1, 3,.i
1996,46, 1, 1, 3,.i
1996,27, 2, 1, 4,.i
1996,54, 2, 1, 3,.i
1996,89, 2, 1, 2,.i
1996,87, 2, 1, 2,.i
1996,53, 1, 1, 3,.i
1996,32, 2, 1, 3,.i
1996,37, 2, 1, 3,.i
1996,35, 2, 1, 3,.i
1996,26, 1, 1, 3,.i
1996,55, 2, 1, 3,.i
1996,33, 1, 1, 3,.i
1996,87, 2, 1, 3,.i
1996,60, 1, 1, 3,.i
1996,20, 1, 1, 3,.i
1996,83, 2, 1, 2,.i
1996,46, 1, 1, 3,.i
1996,48, 2, 1, 3,.i
1996,64, 1, 1, 3,.i
1996,73, 1, 1, 4,.i
1996,66, 2, 1, 3,.i
1996,63, 2, 1, 2,.i
1996,26, 1, 1, 3,.i
1996,84, 2, 1, 2,.i
1996,65, 1, 1, 3,.i
1996,83, 2, 1, 2,.i
1996,37, 1, 1, 3,.i
1996,22, 1, 1, 2,.i
1996,21, 1, 1, 3,.i
1996,21, 1, 1, 3,.i
1996,44, 2, 1, 3,.i
1996,55, 1, 1, 3,.i
1996,46, 2, 1, 4,.i
1996,54, 1, 1, 3,.i
1996,69, 1, 1, 2,.i
1996,66, 2, 1, 3,.i
1996,66, 1, 1, 3,.i
1996,30, 1, 1, 3,.i
1996,37, 2, 1, 1,.i
1996,41, 2, 1, 3,.i
1996,37, 2, 1, 3,.i
1996,27, 2, 1, 3,.i
1996,89, 2, 1, 1,.i
1996,50, 1, 1, 4,.i
1996,46, 2, 1, 3,.i
1996,62, 2, 1, 3,.i
1996,35, 2, 1, 3,.i
1996,21, 1, 1, 3,.i
1996,43, 1, 1, 3,.i
1996,65, 2, 1, 2,.i
1996,29, 1, 1, 3,.i
1996,77, 2, 1, 4,.i
1996,50, 1, 1, 3,.i
1996,33, 2, 1, 4,.i
1996,78, 1, 1, 2,.i
1996,58, 2, 1, 3,.i
1996,24, 1, 1, 3,.i
1996,49, 1, 1, 3,.i
1996,81, 2, 1, 2,.i
1996,82, 2, 1, 2,.i
1996,49, 1, 2, 3,.i
1996,57, 1, 1, 3,.i
1996,47, 1, 1, 4,.i
1996,86, 2, 1, 3,.i
1996,61, 1, 1, 2,.i
1996,61, 2, 1, 4,.i
1996,72, 2, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,28, 2, 1, 3,.i
1996,27, 2, 1, 2,.i
1996,37, 1, 1, 3,.i
1996,73, 1, 1, 3,.i
1996,72, 1, 1, 3,.i
1996,63, 2, 1, 3,.i
1996,39, 1, 1, 3,.i
1996,53, 1, 1, 2,.i
1996,38, 2, 1, 2,.i
1996,48, 2, 1, 3,.i
1996,60, 2, 1, 3,.i
1996,38, 2, 1, 2,.i
1996,67, 1, 1, 2,.i
1996,77, 2, 1, 3,.i
1996,71, 2, 1, 3,.i
1996,55, 2, 1, 4,.i
1996,25, 2, 1, 3,.i
1996,56, 2, 1, 2,.i
1996,55, 1, 1, 3,.i
1996,86, 2, 1, 2,.i
1996,37, 1, 1, 3,.i
1996,39, 1, 1, 3,.i
1996,30, 1, 1, 4,.i
1996,53, 1, 1, 3,.i
1996,42, 1, 1, 3,.i
1996,56, 2, 1, 3,.i
1996,25, 1, 3, 2,.i
1996,23, 1, 1, 4,.i
1996,34, 1, 1, 3,.i
1996,38, 1, 1, 4,.i
1996,37, 2, 1, 4,.i
1996,38, 2, 1, 3,.i
1996,56, 2, 1, 3,.i
1996,19, 2, 1, 4,.i
1996,33, 1, 1, 4,.i
1996,57, 2, 1, 3,.i
1996,32, 1, 1, 3,.i
1996,38, 2, 1, 3,.i
1996,27, 2, 1, 4,.i
1996,21, 2, 1, 3,.i
1996,23, 1, 1, 3,.i
1996,45, 2, 1, 3,.i
1996,26, 2, 1, 4,.i
1996,23, 1, 1, 3,.i
1996,24, 2, 1, 3,.i
1996,41, 1, 1, 3,.i
1996,44, 2, 1, 4,.i
1996,54, 2, 1, 2,.i
1996,33, 1, 1, 3,.i
1996,47, 1, 1, 3,.i
1996,33, 2, 1, 4,.i
1996,28, 2, 2, 3,.i
1996,38, 2, 1, 3,.i
1996,77, 2, 1, 3,.i
1996,70, 2, 1, 3,.i
1996,41, 2, 1, 3,.i
1996,73, 2, 1, 2,.i
1996,70, 2, 1, 2,.i
1996,50, 1, 1, 3,.i
1996,31, 2, 1, 4,.i
1996,21, 1, 1, 3,.i
1996,78, 2, 1, 3,.i
1996,51, 1, 2, 4,.i
1996,72, 2, 1, 2,.i
1996,69, 1, 1, 2,.i
1996,60, 2, 1, 3,.i
1996,35, 1, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,28, 2, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,66, 1, 1, 3,.i
1996,43, 1, 1, 3,.i
1996,49, 1, 1, 3,.i
1996,74, 1, 1, 3,.i
1996,56, 1, 1, 3,.i
1996,50, 1, 1, 3,.i
1996,24, 2, 1, 3,.i
1996,20, 1, 1, 4,.i
1996,89, 2, 1, 2,.i
1996,55, 1, 1, 3,.i
1996,79, 1, 1, 2,.i
1996,28, 1, 1, 2,.i
1996,43, 2, 1, 4,.i
1996,70, 1, 1, 2,.i
1996,37, 1, 1, 2,.i
1996,59, 2, 1, 2,.i
1996,85, 2, 1, 2,.i
1996,44, 1, 1, 4,.i
1996,44, 1, 1, 3,.i
1996,24, 1, 1, 3,.i
1996,63, 2, 1, 2,.i
1996,72, 2, 1, 4,.i
1996,30, 1, 1, 1,.i
1996,69, 2, 1, 1,.i
1996,55, 1, 1, 2,.i
1996,42, 1, 1, 4,.i
1996,84, 2, 1, 2,.i
1996,66, 1, 1, 3,.i
1996,43, 1, 1, 3,.i
1996,27, 2, 1, 4,.i
1996,25, 2, 1, 4,.i
1996,27, 1, 1, 3,.i
1996,25, 2, 1, 4,.i
1996,61, 1, 1, 3,.i
1996,31, 1, 3, 3,.i
1996,20, 1, 1, 4,.i
1996,37, 1, 1, 4,.i
1996,28, 2, 1, 3,.i
1996,35, 2, 1, 3,.i
1996,33, 1, 3, 2,.i
1996,31, 2, 3, 3,.i
1996,41, 2, 1, 4,.i
1996,30, 1, 1, 3,.i
1996,41, 1, 1, 2,.i
1996,47, 1, 1, 2,.i
1996,20, 1, 1, 2,.i
1996,52, 2, 1, 3,.i
1996,27, 1, 2, 3,.i
1996,32, 1, 1, 2,.i
1996,47, 1, 1, 3,.i
1996,21, 2, 1, 3,.i
1996,21, 2, 1, 2,.i
1996,43, 2, 1, 4,.i
1996,46, 1, 1, 4,.i
1996,76, 2, 1, 2,.i
1996,39, 2, 1, 2,.i
1996,39, 2, 1, 3,.i
1996,79, 1, 2, 3,.i
1996,35, 2, 1, 4,.i
1996,39, 1, 1, 2,.i
1996,44, 1, 1, 3,.i
1996,24, 1, 3, 3,.i
1996,35, 2, 1, 4,.i
1996,22, 1, 1, 3,.i
1996,50, 2, 1, 4,.i
1996,68, 2, 1, 2,.i
1996,81, 1, 1, 2,.i
1996,36, 2, 1, 3,.i
1996,35, 2, 1, 4,.i
1996,89, 2, 1, 3,.i
1996,76, 1, 1, 2,.i
1996,63, 1, 1, 3,.i
1996,37, 1, 1, 3,.i
1996,36, 2, 1, 3,.i
1996,40, 1, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,80, 2, 1, 2,.i
1996,71, 2, 1, 2,.i
1996,76, 1, 1, 2,.i
1996,47, 2, 1, 3,.i
1996,55, 2, 1, 3,.i
1996,44, 2, 1, 4,.i
1996,57, 1, 2, 3,.i
1996,54, 2, 2, 3,.i
1996,49, 2, 2, 3,.i
1996,53, 2, 2, 3,.i
1996,57, 1, 2, 3,.i
1996,44, 2, 2, 2,.i
1996,86, 2, 2, 2,.i
1996,24, 2, 2, 4,.i
1996,80, 1, 1, 3,.i
1996,25, 2, 2, 3,.i
1996,53, 2, 2, 3,.i
1996,31, 2, 2, 3,.i
1996,47, 1, 2, 2,.i
1996,22, 2, 2, 3,.i
1996,48, 1, 1, 3,.i
1996,49, 2, 1, 3,.i
1996,78, 2, 1, 3,.i
1996,60, 2, 1, 4,.i
1996,64, 1, 1, 3,.i
1996,68, 1, 1, 3,.i
1996,87, 2, 1, 1,.i
1996,33, 2, 1, 3,.i
1996,30, 2, 2, 4,.i
1996,43, 2, 1, 4,.i
1996,55, 1, 2, 3,.i
1996,56, 1, 2, 3,.i
1996,52, 2, 2, 4,.i
1996,75, 1, 1, 2,.i
1996,52, 1, 1, 3,.i
1996,33, 2, 1, 2,.i
1996,40, 1, 1, 3,.i
1996,20, 2, 1, 3,.i
1996,29, 1, 1, 3,.i
1996,74, 2, 1, 2,.i
1996,43, 2, 1, 4,.i
1996,54, 2, 1, 3,.i
1996,64, 2, 1, 3,.i
1996,24, 1, 1, 3,.i
1996,71, 2, 1, 1,.i
1996,40, 2, 1, 3,.i
1996,45, 1, 1, 3,.i
1996,39, 1, 1, 3,.i
1996,21, 1, 1, 3,.i
1996,28, 1, 1, 3,.i
1996,30, 2, 1, 4,.i
1996,43, 2, 1, 3,.i
1996,65, 2, 1, 4,.i
1996,42, 1, 1, 3,.i
1996,33, 2, 1, 2,.i
1996,31, 1, 1, 3,.i
1996,36, 2, 1, 3,.i
1996,67, 1, 1, 2,.i
1996,35, 2, 1, 3,.i
1996,67, 2, 1, 3,.i
1996,62, 1, 1, 3,.i
1996,56, 2, 1, 3,.i
1996,23, 2, 1, 4,.i
1996,74, 2, 1, 2,.i
1996,35, 1, 1, 2,.i
1996,55, 1, 1, 2,.i
1996,72, 1, 1, 2,.i
1996,40, 2, 2, 3,.i
1996,20, 2, 2, 3,.i
1996,43, 2, 2, 3,.i
1996,35, 1, 2, 3,.i
1996,74, 2, 1, 2,.i
1996,37, 2, 1, 2,.i
1996,54, 2, 1, 2,.i
1996,25, 2, 1, 3,.i
1996,23, 2, 1, 2,.i
1996,54, 1, 1, 3,.i
1996,48, 2, 1, 4,.i
1996,80, 2, 2, 3,.i
1996,35, 2, 2, 3,.i
1996,38, 2, 2, 4,.i
1996,49, 2, 2, 4,.i
1996,45, 2, 2, 4,.i
1996,43, 2, 2, 3,.i
1996,53, 2, 2, 2,.i
1996,35, 1, 1, 3,.i
1996,71, 2, 1, 2,.i
1996,59, 2, 1, 4,.i
1996,20, 2, 1, 3,.i
1996,37, 2, 2, 2,.i
1996,73, 1, 1, 3,.i
1996,33, 1, 1, 4,.i
1996,56, 1, 1, 3,.i
1996,72, 2, 1, 2,.i
1996,61, 1, 1, 2,.i
1996,72, 1, 1, 3,.i
1996,62, 2, 1, 3,.i
1996,40, 2, 1, 3,.i
1996,25, 1, 1, 3,.i
1996,50, 2, 1, 2,.i
1996,23, 2, 1, 3,.i
1996,55, 1, 1, 2,.i
1996,51, 1, 1, 2,.i
1996,21, 2, 1, 3,.i
1996,82, 2, 1, 2,.i
1996,63, 2, 2, 1,.i
1996,71, 2, 2, 1,.i
1996,70, 2, 2, 3,.i
1996,50, 1, 2, 3,.i
1996,32, 2, 2, 3,.i
1996,19, 1, 2, 1,.i
1996,53, 1, 1, 3,.i
1996,57, 2, 1, 2,.i
1996,66, 2, 1, 2,.i
1996,21, 2, 1, 3,.i
1996,48, 2, 1, 2,.i
1996,59, 1, 1, 3,.i
1996,36, 2, 1, 4,.i
1996,43, 2, 2, 2,.i
1996,31, 2, 1, 3,.i
1996,26, 1, 2, 2,.i
1996,29, 2, 2, 3,.i
1996,47, 2, 2, 3,.i
1996,38, 2, 2, 3,.i
1996,61, 2, 1, 4,.i
1996,40, 2, 2, 4,.i
1996,44, 2, 1, 2,.i
1996,59, 1, 1, 3,.i
1996,31, 2, 2, 4,.i
1996,32, 1, 2, 2,.i
1996,33, 1, 1, 3,.i
1996,25, 2, 1, 4,.i
1996,34, 1, 1, 3,.i
1996,29, 1, 1, 4,.i
1996,28, 2, 1, 1,.i
1996,65, 1, 1, 2,.i
1996,58, 2, 1, 3,.i
1996,20, 2, 2, 3,.i
1996,41, 2, 2, 3,.i
1996,23, 2, 2, 4,.i
1996,63, 1, 2, 2,.i
1996,30, 2, 1, 3,.i
1996,26, 2, 1, 4,.i
1996,39, 2, 1, 2,.i
1996,84, 1, 1, 2,.i
1996,38, 2, 1, 3,.i
1996,74, 2, 1, 3,.i
1996,52, 1, 1, 1,.i
1996,39, 2, 1, 3,.i
1996,27, 1, 1, 2,.i
1996,56, 1, 1, 3,.i
1996,43, 2, 1, 3,.i
1996,51, 2, 1, 3,.i
1996,53, 1, 1, 4,.i
1996,46, 2, 1, 3,.i
1996,37, 1, 1, 3,.i
1996,84, 1, 1, 3,.i
1996,69, 1, 1, 3,.i
1996,73, 2, 1, 2,.i
1996,71, 2, 1, 2,.i
1996,65, 1, 1, 1,.i
1996,24, 1, 1, 3,.i
1996,34, 1, 1, 4,.i
1996,35, 2, 1, 3,.i
1996,37, 1, 1, 3,.i
1996,73, 2, 1, 2,.i
1996,39, 2, 1, 4,.i
1996,56, 1, 1, 3,.i
1996,44, 1, 1, 3,.i
1996,48, 2, 1, 3,.i
1996,32, 2, 1, 3,.i
1996,68, 1, 1, 2,.i
1996,34, 1, 1, 3,.i
1996,62, 2, 1, 3,.i
1996,27, 2, 1, 3,.i
1996,70, 2, 1, 3,.i
1996,54, 1, 1, 3,.i
1996,46, 2, 1, 3,.i
1996,19, 1, 2, 3,.i
